asset_type,symbol,name,yfinance_symbol,tradingview_symbol,tradingview_prefix_status,search_text,app_include,review_note,sector,industry
STOCK,WYFI,WhiteFiber Inc. Ordinary Shares,WYFI,NASDAQ:WYFI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,wyfi whitefiber inc. ordinary shares finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,WYHG,NASDAQ:WYHG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,wyhg wing yip food holdings group limited american depositary shares consumer staples specialty foods,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Staples,Specialty Foods
STOCK,WYNN,Wynn Resorts Limited Common stock,WYNN,NASDAQ:WYNN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,wynn wynn resorts limited common stock consumer discretionary hotels/resorts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Hotels/Resorts
STOCK,WYY,WidePoint Corporation Common Stock,WYY,NASDAQ:WYY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,wyy widepoint corporation common stock technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,XAIR,Beyond Air Inc. Common Stock,XAIR,NASDAQ:XAIR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xair beyond air inc. common stock health care medical/dental instruments,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical/Dental Instruments
STOCK,XBIO,Xenetic Biosciences Inc. Common Stock,XBIO,NASDAQ:XBIO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xbio xenetic biosciences inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XBIT,XBiotech Inc. Common Stock,XBIT,NASDAQ:XBIT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xbit xbiotech inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XBP,XBP Global Holdings Inc. Common Stock,XBP,NASDAQ:XBP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xbp xbp global holdings inc. common stock technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,XCBE,X3 Acquisition Corp. Ltd. Class A Ordinary Shares,XCBE,NASDAQ:XCBE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xcbe x3 acquisition corp. ltd. class a ordinary shares  ,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
STOCK,XCH,XCHG Limited American Depositary Share,XCH,NASDAQ:XCH,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xch xchg limited american depositary share industrials electrical products,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Electrical Products
STOCK,XCUR,Exicure Inc. Common Stock,XCUR,NASDAQ:XCUR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xcur exicure inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XE,X-Energy Inc. Class A Common Stock,XE,NASDAQ:XE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xe x-energy inc. class a common stock industrials metal fabrications,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Metal Fabrications
STOCK,XEL,Xcel Energy Inc. Common Stock,XEL,NASDAQ:XEL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xel xcel energy inc. common stock utilities power generation,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Utilities,Power Generation
STOCK,XELB,Xcel Brands Inc. Common Stock,XELB,NASDAQ:XELB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xelb xcel brands inc. common stock miscellaneous multi-sector companies,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Miscellaneous,Multi-Sector Companies
STOCK,XENE,Xenon Pharmaceuticals Inc. Common Shares,XENE,NASDAQ:XENE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xene xenon pharmaceuticals inc. common shares health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XERS,Xeris Biopharma Holdings Inc. Common Stock,XERS,NASDAQ:XERS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xers xeris biopharma holdings inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XFLH,XFLH Capital Corporation Ordinary Shares,XFLH,NASDAQ:XFLH,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xflh xflh capital corporation ordinary shares finance blank checks,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Blank Checks
STOCK,XFLT,XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,XFLT,NASDAQ:XFLT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xflt xai octagon floating rate & alternative income trust common shares of beneficial interest finance investment managers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Managers
STOCK,XFOR,X4 Pharmaceuticals Inc. Common Stock,XFOR,NASDAQ:XFOR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xfor x4 pharmaceuticals inc. common stock health care biotechnology: biological products (no diagnostic substances),TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STOCK,XGN,Exagen Inc. Common Stock,XGN,NASDAQ:XGN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xgn exagen inc. common stock health care medical specialities,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical Specialities
STOCK,XHG,XChange TEC.INC American Depositary Shares,XHG,NASDAQ:XHG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xhg xchange tec.inc american depositary shares finance real estate,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Real Estate
STOCK,XHLD,TEN Holdings Inc. Common Stock,XHLD,NASDAQ:XHLD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xhld ten holdings inc. common stock real estate real estate,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate
STOCK,XHR,Xenia Hotels & Resorts Inc. Common Stock,XHR,NASDAQ:XHR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xhr xenia hotels & resorts inc. common stock consumer discretionary hotels/resorts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Hotels/Resorts
STOCK,XLO,Xilio Therapeutics Inc. Common Stock,XLO,NASDAQ:XLO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xlo xilio therapeutics inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XMTR,Xometry Inc. Class A Common Stock,XMTR,NASDAQ:XMTR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xmtr xometry inc. class a common stock real estate real estate,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate
STOCK,XNCR,Xencor Inc. Common Stock,XNCR,NASDAQ:XNCR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xncr xencor inc. common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XNDU,Xanadu Quantum Technologies Limited Class B Subordinate Voting Shares,XNDU,NASDAQ:XNDU,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xndu xanadu quantum technologies limited class b subordinate voting shares technology computer manufacturing,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Manufacturing
STOCK,XNET,Xunlei Limited American Depositary Shares,XNET,NASDAQ:XNET,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xnet xunlei limited american depositary shares technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,XOM,Exxon Mobil Corporation Common Stock,XOM,NASDAQ:XOM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xom exxon mobil corporation common stock energy integrated oil companies,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Integrated oil Companies
STOCK,XOMA,XOMA Royalty Corporation Common Stock,XOMA,NASDAQ:XOMA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xoma xoma royalty corporation common stock health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XOS,Xos Inc. Common Stock,XOS,NASDAQ:XOS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xos xos inc. common stock consumer discretionary auto parts:o.e.m.,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Auto Parts:O.E.M.
STOCK,XP,XP Inc. Class A Common Stock,XP,NASDAQ:XP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xp xp inc. class a common stock finance investment bankers/brokers/service,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Investment Bankers/Brokers/Service
STOCK,XPEL,XPEL Inc. Common Stock,XPEL,NASDAQ:XPEL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpel xpel inc. common stock industrials industrial specialties,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Industrial Specialties
STOCK,XPER,Xperi Inc. Common Stock,XPER,NASDAQ:XPER,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xper xperi inc. common stock technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,XPEV,NASDAQ:XPEV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpev xpeng inc. american depositary shares each representing two class a ordinary shares industrials auto manufacturing,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Auto Manufacturing
STOCK,XPL,Solitario Resources Corp. Common Stock,XPL,NASDAQ:XPL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpl solitario resources corp. common stock basic materials precious metals,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Basic Materials,Precious Metals
STOCK,XPO,XPO Inc. Common Stock,XPO,NASDAQ:XPO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpo xpo inc. common stock consumer discretionary transportation services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Transportation Services
STOCK,XPOF,Xponential Fitness Inc. Class A Common Stock,XPOF,NASDAQ:XPOF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpof xponential fitness inc. class a common stock consumer discretionary services-misc. amusement & recreation,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Services-Misc. Amusement & Recreation
STOCK,XPON,Expion360 Inc. Common Stock,XPON,NASDAQ:XPON,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpon expion360 inc. common stock miscellaneous industrial machinery/components,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Miscellaneous,Industrial Machinery/Components
STOCK,XPRO,Expro Group Holdings N.V. Common Stock,XPRO,NASDAQ:XPRO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xpro expro group holdings n.v. common stock energy oilfield services/equipment,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Energy,Oilfield Services/Equipment
STOCK,XRAY,DENTSPLY SIRONA Inc. Common Stock,XRAY,NASDAQ:XRAY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xray dentsply sirona inc. common stock health care medical/dental instruments,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical/Dental Instruments
STOCK,XRN,Chiron Real Estate Inc. Common Stock,XRN,NASDAQ:XRN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xrn chiron real estate inc. common stock real estate real estate investment trusts,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Real Estate,Real Estate Investment Trusts
STOCK,XRPN,Armada Acquisition Corp. II Class A Ordinary Shares,XRPN,NASDAQ:XRPN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xrpn armada acquisition corp. ii class a ordinary shares finance blank checks,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Blank Checks
STOCK,XRTX,XORTX Therapeutics Inc. Common Shares,XRTX,NASDAQ:XRTX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xrtx xortx therapeutics inc. common shares health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XRX,Xerox Holdings Corporation Common Stock,XRX,NASDAQ:XRX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xrx xerox holdings corporation common stock technology computer peripheral equipment,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer peripheral equipment
STOCK,XSLL,Xsolla SPAC 1 Class A Ordinary Shares,XSLL,NASDAQ:XSLL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xsll xsolla spac 1 class a ordinary shares finance blank checks,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Blank Checks
STOCK,XTIA,XTI Aerospace Inc. Common Stock,XTIA,NASDAQ:XTIA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xtia xti aerospace inc. common stock technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
STOCK,XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,XTLB,NASDAQ:XTLB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xtlb xtl biopharmaceuticals ltd. american depositary shares health care biotechnology: pharmaceutical preparations,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Pharmaceutical Preparations
STOCK,XTNT,Xtant Medical Holdings Inc. Common Stock,XTNT,NASDAQ:XTNT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xtnt xtant medical holdings inc. common stock health care biotechnology: biological products (no diagnostic substances),TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STOCK,XWEL,XWELL Inc. Common Stock,XWEL,NASDAQ:XWEL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xwel xwell inc. common stock consumer discretionary other consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Other Consumer Services
STOCK,XWIN,XMAX Inc. Common Stock,XWIN,NASDAQ:XWIN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xwin xmax inc. common stock consumer discretionary home furnishings,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Home Furnishings
STOCK,XXI,Twenty One Capital Inc. Class A Common Stock,XXI,NASDAQ:XXI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xxi twenty one capital inc. class a common stock finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,XXII,22nd Century Group Inc. Common Stock,XXII,NASDAQ:XXII,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xxii 22nd century group inc. common stock health care medicinal chemicals and botanical products,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medicinal Chemicals and Botanical Products
STOCK,XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,XYF,NASDAQ:XYF,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xyf x financial american depositary shares each representing six class a ordinary shares finance finance: consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Finance: Consumer Services
STOCK,XYL,Xylem Inc. Common Stock New,XYL,NASDAQ:XYL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xyl xylem inc. common stock new industrials fluid controls,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Industrials,Fluid Controls
STOCK,XYZ,Block Inc. Class A Common Stock,XYZ,NASDAQ:XYZ,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xyz block inc. class a common stock technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,XZO,Exzeo Group Inc. Common Stock,XZO,NASDAQ:XZO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,xzo exzeo group inc. common stock finance property-casualty insurers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Property-Casualty Insurers
STOCK,YAAS,Youxin Technology Ltd Class A Ordinary shares,YAAS,NASDAQ:YAAS,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yaas youxin technology ltd class a ordinary shares technology computer software: prepackaged software,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Prepackaged Software
STOCK,YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,YALA,NASDAQ:YALA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yala yalla group limited american depositary shares each representing one class a ordinary share technology computer software: programming data processing,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,Computer Software: Programming Data Processing
STOCK,YB,Yuanbao Inc. American Depositary Shares,YB,NASDAQ:YB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yb yuanbao inc. american depositary shares finance specialty insurers,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Finance,Specialty Insurers
STOCK,YCBD,cbdMD Inc. Common Stock,YCBD,NASDAQ:YCBD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ycbd cbdmd inc. common stock consumer discretionary package goods/cosmetics,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Package Goods/Cosmetics
STOCK,YCY,AA Mission Acquisition Corp. II Class A Ordinary Shares,YCY,NASDAQ:YCY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ycy aa mission acquisition corp. ii class a ordinary shares  ,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
STOCK,YDDL,One and One Green Technologies. Inc Class A Ordinary Shares,YDDL,NASDAQ:YDDL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yddl one and one green technologies. inc class a ordinary shares consumer discretionary industrial specialties,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Industrial Specialties
STOCK,YDES,YD Bio Limited Ordinary Shares,YDES,NASDAQ:YDES,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ydes yd bio limited ordinary shares health care medical specialities,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Health Care,Medical Specialities
STOCK,YDKG,Yueda Digital Holding Class A Ordinary Share,YDKG,NASDAQ:YDKG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ydkg yueda digital holding class a ordinary share consumer discretionary advertising,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Advertising
STOCK,YELP,Yelp Inc. Common Stock,YELP,NASDAQ:YELP,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yelp yelp inc. common stock consumer discretionary other consumer services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Other Consumer Services
STOCK,YETI,YETI Holdings Inc. Common Stock,YETI,NASDAQ:YETI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yeti yeti holdings inc. common stock consumer discretionary recreational games/products/toys,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Consumer Discretionary,Recreational Games/Products/Toys
STOCK,YEXT,Yext Inc. Common Stock,YEXT,NASDAQ:YEXT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,yext yext inc. common stock technology edp services,TRUE,정상 주식/ADR/보통주 계열로 앱 검색 포함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,Technology,EDP Services
